Id,Title,Category,Location_Address,Location_City,Location_Venue,Event_Start,Full_Address,Latitude,Longitude
247,LAZE SHOWCASE - AGAR DIGDAYA,Musik,"Row9 Jl. Bulungan No.9, Kramat Pela, Kec. Kby Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia.",Jakarta,KRAPELA,12-May-24,"Row9 Jl. Bulungan No.9, Kramat Pela, Kec. Kby Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia., DKI Jakarta, Indonesia","-6,2453642","106,7975357"
248,Gedebage Jazz Festival,Musik,"JALAN GRAND BULEVAR SUMMARECON BANDUNG 1, RANCABOLANG, GEDEBAGE, KOTA BANDUNG, JAWAÂ BARAT,Â 40295",Bandung,"Summarecon Mall Bandung, ",12-May-24,"JALAN GRAND BULEVAR SUMMARECON BANDUNG 1, RANCABOLANG, GEDEBAGE, KOTA BANDUNG, JAWAÂ BARAT,Â 40295, Jawa Barat, Indonesia","-6,9568028","107,6880773"
249,Indonesia Website Awards x WebDevTalk 2024,Edukasi,"Cyber 2 Tower, Lantai 29 JL. HR Rasuna Said X5 No. 13",Jakarta,"Aruba Room, The Kasablanka",20-Jun-24,"Cyber 2 Tower, Lantai 29 JL. HR Rasuna Said X5 No. 13, DKI Jakarta, Indonesia","-6,2321291","106,8317575"
250,Indonesia Mom and Baby Expo IMOBY Surabaya 2024,Lainnya,"Jl. Letjend Soeprapto, Kel. SUmur Batu, Kec. Kemayoran, Jakarta Pusat",Jakarta,Grand City Surabaya,05-May-24,"Jl. Letjend Soeprapto, Kel. SUmur Batu, Kec. Kemayoran, Jakarta Pusat, Dki Jakarta, Indonesia","-6,1645962","106,8730904"
251,Anggota Bulanan Baca Di Tebet Pekan I Mei 2024,Edukasi,"Daerah Khusus Ibukota Jakarta 12120Kec. Kby. Baru, Kota Jakarta Selatan",Jakarta,"Tebet, Jakarta Selatan, 12120",05-May-24,"Daerah Khusus Ibukota Jakarta 12120Kec. Kby. Baru, Kota Jakarta Selatan, DKI Jakarta, Indonesia","-6,2452337","106,7999471"
252,Crafting Characters: Developing Memorable Figures in Children's l,Edukasi,"Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444",Bandung,Bandung,25-Aug-24,"Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Bandung, Indonesia","1,1130648","104,0333561"
253,NgobrolSamaRezki eps 50 : Penanganan Trantrum pada Anak,Lainnya,"Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444",Riau,Komplek Anggrek Mas 1 Blok,02-May-24,"Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Riau, Indonesia","1,1130648","104,0333561"
254,ASPEK HUKUM SERTA TEKNIK DALAM PEMBUATAN AKTA PENDIRIAN PT PENANAMAN MODAL ASING (PMA),Bisnis,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,Surakarta",Surakarta,"Laweyan,Surakarta",20-Jun-24,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,Surakarta, Surakarta, Indonesia","-7,5733265","110,7881388"
255,Offline Class | Training of Trainers: Step by Step Jadi Fasilitator ala Rizqiani Putri,Bisnis,"Jl.Jatayu S-57, Rewwin, Desa Wedoro, Kecamatan Waru, Sidoarjo 61256",Sidoarjo,Hotel Cleo Jemursari,28-Nov-24,"Jl.Jatayu S-57, Rewwin, Desa Wedoro, Kecamatan Waru, Sidoarjo 61256, Sidoarjo, Indonesia","-7,3463949","112,7527211"
256,10 INDONESIAN PRIVATE LESSONS,Edukasi,"Jl.RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar",Nusa Tenggara Barat,"favehotel Langko Mataram, Nusa Tenggara Barat",13-Nov-24,"Jl.RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar, Nusa Tenggara Barat, Indonesia","-8,5477925","116,0727006"
257,TEDxAvicenna : Cinere School,Bisnis,Bisnis,Nusa Tenggara Barat,Dilantern,25-Sep-24,"Bisnis, Nusa Tenggara Barat, Indonesia","-8,6529334","117,3616476"
258,10 INDONESIAN PRIVATE LESSONS,Edukasi,"Pendidikan, Beasiswa",Nusa Tenggara Barat,Bahasa Indonesia School,12-Jul-24,"Pendidikan, Beasiswa, Nusa Tenggara Barat, Indonesia","-8,6529334","117,3616476"
259,Outing Belajar Membuat Jamu Herbal bersama Adik Binaan,Lainnya,"Jl. Raya Cilandak KKO No.31, RT.1/RW.8, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550",Yogyakarta,Pasar Minggu,05-Aug-24,"Jl. Raya Cilandak KKO No.31, RT.1/RW.8, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550, Yogyakarta, Indonesia","-6,2614927","106,8105998"
260,Sanggarku Melukis Ceria (Terbuka untuk umum),Budaya,"Jl.Margasatwa No.43 Ruko lt.2, Pondok Labu, Jakarta Selatan",Jakarta,sanggarku,05-May-24,"Jl.Margasatwa No.43 Ruko lt.2, Pondok Labu, Jakarta Selatan, DKI Jakarta, Indonesia","-6,3112179","106,8031468"
261,Indonesia Mom and Baby Expo IMOBY Surabaya 2024,Lainnya,"Ruko Mega Grosir Cempaka Mas Blok D, No. 16, Jl. Letjend Soeprapto, Kel. SUmur Batu, Kec. Kemayoran, Jakarta Pusat",Jakarta,Grand City Surabaya,05-May-24,"Ruko Mega Grosir Cempaka Mas Blok D, No. 16, Jl. Letjend Soeprapto, Kel. SUmur Batu, Kec. Kemayoran, Jakarta Pusat, DKI Jakarta, Indonesia","-6,1646411","106,873073"
262,Bali Instagram Tour,Wisata,Jln Imam Bonjol No 288 Denpasar Bali - Indonesia,Bali,Bali Nusa Dua Theatre,05-Jul-24,"Jln Imam Bonjol No 288 Denpasar Bali - Indonesia,  Bali, Indonesia","-8,6860525","115,1934781"
263,Jinland in Surabaya [Early Bird],Musik,Jakarta,Jakarta,Hotel The Win Surabaya,05-May-24,"Jakarta, DKI Jakarta, Indonesia","-6,1944491","106,8229198"
264,ARPA SELF PHOTO STUDIO,Edukasi,"Jl. Arifin No.63, Kepatihan Kulon, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129",Surakarta,ARPA SELF PHOTO STUDIO,05-May-24,"Jl. Arifin No.63, Kepatihan Kulon, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129, Surakarta, Indonesia","-7,5648449","110,8306816"
265,Bali Full-Day Water Temples and UNESCO Rice Terraces,Wisata,"JALAN GUNUNG ABANG 3 ?4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI",Bali,GWK Bali,06-May-24,"JALAN GUNUNG ABANG 3 ?4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI, Bali, Indonesia","-8,6607121","115,1963609"
266,Tiket Harian Baca Di Tebet 30 April - 05 Mei 2024,Edukasi,"Jl Tebet Barat Dalam Raya No. 29, Tebet Barat, Tebet, Jakarta Selatan, 12120",Jakarta,Pasar Minggu,05-May-24,"Jl Tebet Barat Dalam Raya No. 29, Tebet Barat, Tebet, Jakarta Selatan, 12120, DKI Jakarta, Indonesia","-6,2361953","106,8470392"
267,IBL 2024 : TANGERANG HAWKS VS SATRIA MUDA,Olahraga,"Jl.Margasatwa No.43 Ruko lt.2, Pondok Labu, Jakarta Selatan",Banten,Indoor Stadium Sport Center,08-Dec-24,"Jl.Margasatwa No.43 Ruko lt.2, Pondok Labu, Jakarta Selatan, Banten, Indonesia","-6,3112179","106,8031468"
268,Bincang Santai : Dasar- Dasar Perawatan Defibrilator Philips,Lainnya,"Jl. Sutera Delima IV No.12, RT.3/RW.8, Pd. Jagung, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15326",Banten,Indoor Stadium Sport Center,16-Aug-24,"Jl. Sutera Delima IV No.12, RT.3/RW.8, Pd. Jagung, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15326, Banten, Indonesia","-6,2579773","106,6537393"
269,Nusa Penida Tour For Couples,Wisata,"JL. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119",Bali,Nusa Penida Island,20-Oct-24,"JL. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119, Bali, Indonesia","-8,6704582","115,2126293"
270,Bali Instagram Tour,Wisata,Jln Imam Bonjol No 288 Denpasar Bali - Indonesia,Bali,Bali Nusa Dua Theatre,07-Jun-24,"Jln Imam Bonjol No 288 Denpasar Bali - Indonesia, Bali, Indonesia","-8,6860525","115,1934781"
271,Bali Full-Day Water Temples and UNESCO Rice Terraces,Wisata,"JALAN GUNUNG ABANG 3 ?4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI",Bali,GWK Bali,16-Jun-24,"JALAN GUNUNG ABANG 3 ?4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI, Bali, Indonesia","-8,6607121","115,1963609"
272,INTEGRATED DIGITAL MARKETING STRATEGY,Bisnis,"AXA Tower 45th Floor, CEO Suite, Jl. Prof. DR. Satrio Kav. 18, Jakarta Selatan",Jakarta,Neo Hotel,07-May-24,"AXA Tower 45th Floor, CEO Suite, Jl. Prof. DR. Satrio Kav. 18, Jakarta Selatan, Dki Jakarta, Indonesia","-6,2248541","106,8289214"
273,10 INDONESIAN PRIVATE LESSONS,Edukasi,"JALAN RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar,",Nusa Tenggara Barat,favehotel Langko Mataram,26-Sep-24,"JALAN RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar,, Nusa Tenggara Barat, Indonesia","-8,5477925","116,0727006"
274,Nusa Penida Tour For Couples,Wisata,"JL. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119",Bali,Nusa Penida Island,21-Jun-24,"JL. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119, Bali, Indonesia","-8,6704582","115,2126293"
275,Bali Full-Day Water Temples and UNESCO Rice Terraces,Wisata,"Jl.GUNUNG ABANG 3 â„–4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI",Bali,GWK Bali,27-Oct-24,"Jl.GUNUNG ABANG 3 â„–4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI, Bali, Indonesia","-8,6606942","115,1963618"
276,10 INDONESIAN PRIVATE LESSONS,Edukasi,"Jl.RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar,",Nusa Tenggara Barat,favehotel Langko Mataram,27-Jun-24,"Jl.RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar,,  Nusa Tenggara Barat, Indonesia","-8,5477925","116,0727006"
277,Pertunjukan Teater Musikal: THE KABAYAN SHOW,Budaya,Jl. Buah Batu No. 212 Kota Bandung,Bandung,GK. Sunan Ambu ISBI Bandung,08-May-24,"Jl. Buah Batu No. 212 Kota Bandung, Jawa Barat, Indonesia","-6,9430228","107,6280268"
278,Bali Instagram Tour,Wisata,Jl.Imam Bonjol No 288 Denpasar Bali - Indonesia,Bali,Bali Nusa Dua Theatre,27-May-24,"Jl.Imam Bonjol No 288 Denpasar Bali - Indonesia,  Bali, Indonesia","-8,6860525","115,1934781"
279,Indonesia Website Awards x WebDevTalk 2024,Edukasi," Jl. HR Rasuna Said X5 No. 13, Cyber 2 Tower, Lantai 29",Jakarta,"Aruba Room, The Kasablanka,",24-Oct-24," Jl. HR Rasuna Said X5 No. 13, Cyber 2 Tower, Lantai 29,  DKI Jakarta, Indonesia","-6,226386","106,8324289"
280,Webinar Impaktif Leadership,Bisnis,"Jl. ITDC Nusa Dua, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363",Bali,Bali Nusa Dua Theatre,12-Sep-24,"Jl. ITDC Nusa Dua, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Bali, Indonesia","-8,7901492","115,2270614"
281,Bali Instagram Tour,Wisata,Jln Imam Bonjol No 288 Denpasar Bali - Indonesia,Bali,Bali Nusa Dua Theatre,19-Aug-24,"Jln Imam Bonjol No 288 Denpasar Bali - Indonesia,  Bali, Indonesia","-8,6860525","115,1934781"
282,Nusa Penida Tour For Couples,Wisata,"JL. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119",Bali,Nusa Penida Island,01-Nov-24,"JL. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119, Bali, Indonesia","-8,6704582","115,2126293"
283,Bali Full-Day Water Temples and UNESCO Rice Terraces,Wisata,"JALAN GUNUNG ABANG 3 â„–4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI",Bali,GWK Bali,12-May-24,"JALAN GUNUNG ABANG 3 â„–4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI, Bali, Indonesia","-8,6606942","115,1963618"
284,STRATEGI PENANGANAN PERIZINAN BADAN HUKUM MELALUI SISTEM OSS RBA,Bisnis,"JALAN GUNUNG ABANG 3 â„–4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI",Bali,GWK Bali,03-May-24,"JALAN GUNUNG ABANG 3 â„–4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI, Bali, Indonesia","-8,6606942","115,1963618"
285,10 INDONESIAN PRIVATE LESSONS,Edukasi,"JALAN RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar,",Nusa Tenggara Barat,favehotel Langko Mataram,22-Nov-24,"JALAN RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar,, Nusa Tenggara Barat, Indonesia","-8,5477925","116,0727006"
286,Dragon for Sale (Staycation),Lainnya,"Jl. Pantai Indah No.7, Ancol Dermaga Cinta Beach Pool, ",Jakarta,Bioskop online.com,09-May-24,"Jl. Pantai Indah No.7, Ancol Dermaga Cinta Beach Pool, , DKI Jakarta, Indonesia","-6,1225765","106,8434155"
287,The Drums Asia Tour 2024: Live in Jakarta,Musik,"Jl. Pantai Indah No.7, Ancol",Jakarta,Bengkel Space,20-May-24,"Jl. Pantai Indah No.7, Ancol, DKI Jakarta, Indonesia","-6,1225765","106,8434155"
288,FunLearning Piknik ke Archaeological Park Bersama Lansia dan Anaknya,Lainnya,"Jl. Raya Cilandak KKO No.31, RT.1/RW.8, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550",Sulawesi Selatan,"Universitas Muslim Indonesia, ",08-Oct-24,"Jl. Raya Cilandak KKO No.31, RT.1/RW.8, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550, Sulawesi Selatan, Indonesia","-6,2614927","106,8105998"
289,10 INDONESIAN PRIVATE LESSONS,Edukasi,"Jl.RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar,",Nusa Tenggara Barat,favehotel Langko Mataram,25-Aug-24,"Jl.RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar,, Nusa Tenggara Barat, Indonesia","-8,5477925","116,0727006"
290,Cikal Pop Up Class - Let's Play with Water 11 Mei 2024 - Bandung,Lainnya,"Jl. Lebak Bulus II no. 16A, Cilandak, Jakarta Selatan",Bandung,Rumah Main Cikal Bandung,28-Oct-24,"Jl. Lebak Bulus II no. 16A, Cilandak, Jakarta Selatan, Jawa Barat, Indonesia","-6,2979066","106,7922243"
291,Airbnb Host Coaching,Bisnis,"Jl. Kranggan No.30, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta",Yogyakarta,Blanco Coffee And Books,13-Nov-24,"Jl. Kranggan No.30, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, D.I. Yogyakarta, Indonesia","-7,7813089","110,3648078"
292,Resurrection vol 8 *spirit of the borneo*,Musik,"Jl. Ampera No.88, Sungai Jawi, Kec. Pontianak Kota, Kota Pontianak, Ka",Kalimantan Barat,Mempawah kalimantan barat,05-May-24,"Jl. Ampera No.88, Sungai Jawi, Kec. Pontianak Kota, Kota Pontianak, Ka, Kalimantan Barat, Indonesia","-0,0429","109,2922136"
293,Indonesia GTAV Master Championship,Olahraga,"Jl. Golf Island Blok D No.70 Kamal Muara, Penjaringan, Jakarta Utara",Jakarta,Auditorium UNAS,23-Aug-24,"Jl. Golf Island Blok D No.70 Kamal Muara, Penjaringan, Jakarta Utara,  DKI Jakarta, Indonesia","-6,0951625","106,744865"
294,Bali Instagram Tour,Wisata,Jl. Imam Bonjol No 288 Denpasar Bali - Indonesia,Bali,Bali Nusa Dua Theatre,27-Jun-24,"Jl. Imam Bonjol No 288 Denpasar Bali - Indonesia,  Bali, Indonesia","-8,6860525","115,1934781"
295,Nusa Penida Tour For Couples,Wisata,"Jl. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119",Bali,Nusa Penida Island,19-Nov-24,"Jl. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119,  Bali, Indonesia","-8,6704582","115,2126293"
296,Bali Full-Day Water Temples and UNESCO Rice Terraces,Wisata,"Jl. GUNUNG ABANG 3 â„–4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI",Bali,GWK Bali,29-Jun-24,"Jl. GUNUNG ABANG 3 â„–4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI, Bali, Indonesia","-8,6606942","115,1963618"
297,Seni Mengembangkan Imajinasi Menjadi Narasi,Edukasi,"Jl. Lengkong Besar No.97, Paledang, Kec. Lengkong",Bandung,Saparua Sports Complex,28-Sep-24,"Jl. Lengkong Besar No.97, Paledang, Kec. Lengkong, Bandung, Indonesia","-6,9266922","107,6133707"
298,ASPEK HUKUM JAMINAN SOSIAL TENAGA KERJA DI INDONESIA,Bisnis,"Jl. Lengkong Besar No.97, Paledang, Kec. Lengkong",Bandung,Saparua Sports Complex,01-Dec-24,"Jl. Lengkong Besar No.97, Paledang, Kec. Lengkong, Bandung, Indonesia","-6,9266922","107,6133707"
299,Bali Instagram Tour,Wisata,Jln Imam Bonjol No 288 Denpasar Bali - Indonesia,Bali,Bali Nusa Dua Theatre,19-Jul-24,"Jln Imam Bonjol No 288 Denpasar Bali - Indonesia, Bali, Indonesia","-8,6860525","115,1934781"
300,Nusa Penida Tour For Couples,Wisata,"JL. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119",Bali,Nusa Penida Island,30-Dec-24,"JL. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119, Bali, Indonesia","-8,6704582","115,2126293"
301,ARPA SELF PHOTO STUDIO,Edukasi,"Jl. Arifin No.63, Kepatihan Kulon, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129",Surakarta,ARPA SELF PHOTO STUDIO,27-Jun-24,"Jl. Arifin No.63, Kepatihan Kulon, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129, Surakarta, Indonesia","-7,5648449","110,8306816"
302,Bali Full-Day Water Temples and UNESCO Rice Terraces,Wisata,"JALAN GUNUNG ABANG 3 â„–4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI",Bali,GWK Bali,13-Sep-24,"JALAN GUNUNG ABANG 3 â„–4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI, Bali, Indonesia","-8,6606942","115,1963618"
303,One Fine Day Belanja dan Makan Bersama Buruh Harian,Lainnya,"Jl. Raya Cilandak KKO No.31, RT.1/RW.8, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550",Sumatera Selatan,Waroeng Steak & Shake Angkatan 66,10-Oct-24,"Jl. Raya Cilandak KKO No.31, RT.1/RW.8, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550, Sumatera Selatan, Indonesia","-6,2614927","106,8105998"
304,PANDUAN CERDAS MEMAHAMI UNDANG-UNDANG JABATAN NOTARIS DAN KODE ETIK NOTARIS (KEN),Bisnis,"Jl. Lengkong Besar No.97, Paledang, Kec. Lengkong",Bandung, Paledang,15-May-24,"Jl. Lengkong Besar No.97, Paledang, Kec. Lengkong, Bandung, Indonesia","-6,9266922","107,6133707"
305,10 INDONESIAN PRIVATE LESSONS,Edukasi,"JALAN RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar,",Nusa Tenggara Barat,favehotel Langko Mataram,20-Jul-24,"JALAN RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar,, Nusa Tenggara Barat, Indonesia","-8,5477925","116,0727006"
306,Le Laguan with Reality Club,Musik,Jl Kanjeng Dalem No.Pertigaan,Banten,Dom Social Hub,30-Oct-24,"Jl Kanjeng Dalem No.Pertigaan,  Banten, Indonesia","-6,1732966","106,6313952"
307,LEDAKAN #6: Story of Us,Lainnya,"Jl. Kemang Utara Jl. Bangka Raya No.1, RT.4/RW.1, Bangka, Mampang Prapatan, South Jakarta City, Jakarta 12730",Jakarta,Metro Cinema Kemang,12-May-24,"Jl. Kemang Utara Jl. Bangka Raya No.1, RT.4/RW.1, Bangka, Mampang Prapatan, South Jakarta City, Jakarta 12730, DKI Jakarta, Indonesia","-6,2614927","106,8105998"
308,IBL 2024 : Prawira Harum Bandung VS Tangerang Hawks Banten & Bima Perkasa Jogjakarta,Olahraga,"Jl. Cikutra No.278, Neglasari, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40124",Bandung,GOR C-Tra Arena,12-May-24,"Jl. Cikutra No.278, Neglasari, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40124, Bandung, Indonesia","-6,8926172","107,6406525"
309,PEKAN GEMBIRA RIA VOL 7,Musik,"Parkir Barat, East Pademangan, Pademangan, North Jakarta City, Jakarta 14410",Jakarta,"Parkir Barat, JIExpo, Kemayoran",12-May-24,"Parkir Barat, East Pademangan, Pademangan, North Jakarta City, Jakarta 14410,  Jakarta, DKI Jakarta, Indonesia","-6,148703","106,8432812"
310,Malang Mods Mayday 2024,Lainnya,"Jalan Lembah Dieng G1 no. 1, Sumberjo, Pisang Candi, Sukun, Malang Regency, East Java 65146",Malang,KLX EXPRESS,02-Jul-24,"Jalan Lembah Dieng G1 no. 1, Sumberjo, Pisang Candi, Sukun, Malang Regency, East Java 65146, Malang, Indonesia","-7,968367","112,6024805"
311,Gedebage Jazz Festival,Musik,"JALAN GRAND BULEVAR SUMMARECON BANDUNG 1, RANCABOLANG, GEDEBAGE, KOTA BANDUNG, JAWAÂ BARAT,Â 40295",Bandung,Summarecon Mall Bandung,12-May-24,"JALAN GRAND BULEVAR SUMMARECON BANDUNG 1, RANCABOLANG, GEDEBAGE, KOTA BANDUNG, JAWAÂ BARAT,Â 40295, Bandung, Indonesia","-6,9568028","107,6880773"
312,LAZE SHOWCASE - AGAR DIGDAYA,Musik,"Row9 Jl. Bulungan No.9, Kramat Pela, Kec. Kby Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia.",Jakarta,KRAPELA GADING,12-May-24,"Row9 Jl. Bulungan No.9, Kramat Pela, Kec. Kby Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia.,  DKI Jakarta, Indonesia","-6,2453642","106,7975357"
313,KREASI RAGAM TARIAN INDONESIA 2024 (SAYEMBARA NUSANTARA),Budaya,"Row9 Jl. Bulungan No.9, Kramat Pela, Kec. Kby Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia.",Jakarta,Gedung Kesenian Miss Tjitjih,28-May-24,"Row9 Jl. Bulungan No.9, Kramat Pela, Kec. Kby Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia., DKI Jakarta, Indonesia","-6,2453642","106,7975357"
314,Nusa Penida Tour For Couples,Wisata,"JL. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119",Bali,"Nusa Penida Island, ",07-Sep-24,"JL. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119, Bali, Indonesia","-8,6704582","115,2126293"
315,Bali Full-Day Water Temples and UNESCO Rice Terraces,Wisata,"JALAN GUNUNG ABANG 3 â„–4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI",Bali,GWK Bali,21-Aug-24,"JALAN GUNUNG ABANG 3 â„–4, DESA/KELURAHAN TEGAL KERTHA, KEC. DENPASAR BARAT, KOTA DENPASAR, PROVINSI BALI, Bali, Indonesia","-8,6606942","115,1963618"
316,10 INDONESIAN PRIVATE LESSONS,Edukasi,"JALAN RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar,",Nusa Tenggara Barat,favehotel Langko Mataram,03-Oct-24,"JALAN RAYA MENINTING, Desa/Kelurahan Meninting, Kec. Batu Layar,, Nusa Tenggara Barat, Indonesia","-8,5477925","116,0727006"
317,Bali Instagram Tour,Wisata,Jln Imam Bonjol No 288 Denpasar Bali - Indonesia,Bali,Bali Nusa Dua Theatre,09-Aug-24,"Jln Imam Bonjol No 288 Denpasar Bali - Indonesia, Bali, Indonesia","-8,6860525","115,1934781"
318,Nusa Penida Tour For Couples,Wisata,"JL. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119",Bali,Nusa Penida Island,19-May-24,"JL. Imam Bonjol No 257B Denpasar Bali, Desa/Kelurahan Pemecutan Kelod, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Kode Pos: 80119, Bali, Indonesia","-8,6704582","115,2126293"
319,Bali Instagram Tour,Wisata,Jln Imam Bonjol No 288 Denpasar Bali - Indonesia,Bali,Bali Nusa Dua Theatre,14-Jun-24,"Jln Imam Bonjol No 288 Denpasar Bali - Indonesia,  Bali, Indonesia","-8,6860525","115,1934781"
